,subject,condition,billboard,viewing_status,fixated,glanced,recalled,recognized
328,sub013,Free_Viewing,coffee,passed_first_notfixated_forgone,0,0,0,0
329,sub013,Free_Viewing,museum,passed_first_notfixated_forgone,0,0,0,0
330,sub013,Free_Viewing,pizza,passed_first_notfixated_forgone,0,0,0,0
331,sub013,Free_Viewing,HIV,passed_first_notfixated_forgone,0,0,0,0
332,sub013,Free_Viewing,recycling,passed_first_notfixated_forgone,0,0,0,0
333,sub014,Count_trash_bins,furniture,passed_incept_fixated,1,1,0,0
334,sub014,Count_trash_bins,healthy_sleep,passed_incept_notfixated_forgone,0,1,0,0
335,sub014,Count_trash_bins,clothes_sale,passed_incept_notfixated_forgone,0,0,0,0
336,sub014,Count_trash_bins,HIV,passed_incept_notfixated_forgone,0,0,0,0
337,sub014,Count_trash_bins,pet_store,passed_incept_notfixated_forgone,0,0,0,0
338,sub014,Count_trash_bins,employee_wellness,passed_incept_notfixated_forgone,0,1,0,0
339,sub014,Count_trash_bins,carpet_cleaning,passed_incept_notfixated_forgone,0,1,0,0
340,sub014,Count_trash_bins,healthy_diet,passed_incept_notfixated_forgone,0,1,0,0
341,sub014,Count_trash_bins,vaccination,passed_first_notfixated_forgone,0,0,0,0
342,sub014,Count_trash_bins,smartphone,passed_first_notfixated_forgone,0,1,0,0
343,sub015,Count_trash_bins,regular_doctor_visits,passed_first_fixated,1,1,0,1
344,sub015,Count_trash_bins,pizza,passed_first_fixated,1,1,1,1
345,sub015,Count_trash_bins,smoking_cessation,passed_first_fixated,1,1,1,1
346,sub015,Count_trash_bins,burger,passed_incept_fixated,1,1,0,1
347,sub015,Count_trash_bins,healthy_diet,passed_incept_fixated,1,1,1,1
348,sub015,Count_trash_bins,lawyer,passed_incept_notfixated_forgone,0,0,0,0
349,sub015,Count_trash_bins,employee_wellness,passed_incept_notfixated_forgone,0,1,0,1
350,sub015,Count_trash_bins,texting_driving,passed_incept_notfixated_forgone,0,1,0,0
351,sub015,Count_trash_bins,museum,passed_incept_notfixated_forgone,0,1,0,0
352,sub015,Count_trash_bins,sun_skin_protection,passed_incept_notfixated_forgone,0,1,1,0
353,sub015,Count_trash_bins,great_lakes,passed_first_notfixated_forgone,0,0,0,0
354,sub015,Count_trash_bins,diabetes_awareness,passed_first_notfixated_forgone,0,0,0,0
355,sub015,Count_trash_bins,cosmetics,passed_first_notfixated_forgone,0,0,0,0
356,sub015,Count_trash_bins,binge_drinking,passed_first_notfixated_forgone,0,0,0,1
357,sub016,Count_trash_bins,healthy_diet,passed_first_fixated,1,1,0,0
358,sub016,Count_trash_bins,grocery_store,passed_first_fixated,1,1,0,0
359,sub016,Count_trash_bins,healthy_sleep,passed_first_fixated,1,1,0,0
360,sub016,Count_trash_bins,sun_skin_protection,passed_first_fixated,1,1,1,1
361,sub016,Count_trash_bins,travel_agency,passed_first_fixated,1,1,0,1
362,sub016,Count_trash_bins,moving_business,passed_first_fixated,1,1,0,0
363,sub016,Count_trash_bins,buckle_up,passed_incept_fixated,1,1,1,1
364,sub016,Count_trash_bins,brunch,passed_incept_fixated,1,1,1,1
365,sub016,Count_trash_bins,hotel,passed_incept_fixated,1,1,0,0
366,sub016,Count_trash_bins,fundraising,passed_incept_notfixated_forgone,0,1,0,0
367,sub016,Count_trash_bins,handwashing,passed_incept_notfixated_forgone,0,1,0,0
368,sub016,Count_trash_bins,great_lakes,passed_first_notfixated_forgone,0,0,0,0
369,sub016,Count_trash_bins,furniture,passed_first_notfixated_forgone,0,0,0,0
370,sub016,Count_trash_bins,regular_doctor_visits,passed_first_notfixated_forgone,0,0,0,1
371,sub016,Count_trash_bins,car_insurance,passed_first_notfixated_forgone,0,0,0,0
372,sub016,Count_trash_bins,museum,passed_first_notfixated_forgone,0,0,0,0
373,sub016,Count_trash_bins,vaccination,passed_first_notfixated_forgone,0,1,0,0
374,sub016,Count_trash_bins,pizza,passed_first_notfixated_forgone,0,0,0,0
375,sub016,Count_trash_bins,cosmetics,passed_first_notfixated_forgone,0,0,0,0
376,sub016,Count_trash_bins,carpet_cleaning,passed_first_notfixated_forgone,0,1,0,0
377,sub016,Count_trash_bins,employee_wellness,passed_first_notfixated_forgone,0,0,0,0
378,sub016,Count_trash_bins,pet_store,passed_first_notfixated_forgone,0,1,0,0
379,sub016,Count_trash_bins,caffeine_consumption,passed_first_notfixated_forgone,0,0,0,0
380,sub016,Count_trash_bins,texting_driving,passed_first_notfixated_forgone,0,0,0,0
381,sub016,Count_trash_bins,drug_abuse,passed_first_notfixated_forgone,0,1,0,0
382,sub016,Count_trash_bins,mental_health,passed_first_notfixated_forgone,0,1,0,0
383,sub017,Free_Viewing,brunch,passed_first_fixated,1,1,0,0
384,sub017,Free_Viewing,pottery_class,passed_first_fixated,1,1,0,1
385,sub017,Free_Viewing,caffeine_consumption,passed_first_fixated,1,1,0,1
386,sub017,Free_Viewing,coffee,passed_first_fixated,1,1,0,1
387,sub017,Free_Viewing,carpet_cleaning,passed_first_fixated,1,1,0,0
388,sub017,Free_Viewing,burger,passed_first_fixated,1,1,0,0
389,sub017,Free_Viewing,buckle_up,passed_first_fixated,1,1,0,0
390,sub017,Free_Viewing,drug_abuse,passed_first_fixated,1,1,1,1
391,sub017,Free_Viewing,vaccination,passed_first_fixated,1,1,1,1
392,sub017,Free_Viewing,regular_doctor_visits,passed_first_fixated,1,1,0,0
393,sub017,Free_Viewing,healthy_diet,passed_first_fixated,1,1,1,1
394,sub017,Free_Viewing,cosmetics,passed_first_fixated,1,1,0,0
395,sub017,Free_Viewing,pet_store,passed_first_fixated,1,1,0,1
396,sub017,Free_Viewing,lawyer,passed_first_fixated,1,1,0,0
397,sub017,Free_Viewing,mental_health,passed_first_fixated,1,1,0,1
398,sub017,Free_Viewing,hotel,passed_first_fixated,1,1,0,1
399,sub017,Free_Viewing,smoking_cessation,passed_first_fixated,1,1,0,1
400,sub017,Free_Viewing,car_insurance,passed_first_fixated,1,1,1,0
401,sub017,Free_Viewing,smartphone,passed_first_fixated,1,1,0,1
402,sub017,Free_Viewing,grocery_store,passed_first_fixated,1,1,0,1
403,sub017,Free_Viewing,museum,passed_first_fixated,1,1,0,0
404,sub017,Free_Viewing,travel_agency,passed_first_fixated,1,1,0,0
405,sub017,Free_Viewing,handwashing,passed_first_fixated,1,1,0,1
406,sub017,Free_Viewing,fundraising,passed_first_fixated,1,1,0,1
407,sub017,Free_Viewing,polar_bear,passed_first_fixated,1,1,0,1
408,sub017,Free_Viewing,healthy_sleep,passed_first_fixated,1,1,0,0
409,sub017,Free_Viewing,HIV,passed_first_fixated,1,1,0,1
410,sub017,Free_Viewing,clothes_sale,passed_first_fixated,1,1,0,0
411,sub017,Free_Viewing,movie_premiere,passed_first_fixated,1,1,0,1
412,sub017,Free_Viewing,recycling,passed_first_fixated,1,1,0,1
413,sub017,Free_Viewing,pizza,passed_first_fixated,1,1,0,0
414,sub017,Free_Viewing,employee_wellness,passed_incept_fixated,1,1,0,1
415,sub017,Free_Viewing,furniture,passed_incept_fixated,1,1,0,0
416,sub017,Free_Viewing,texting_driving,passed_incept_fixated,1,1,1,0
417,sub017,Free_Viewing,moving_business,passed_first_notfixated_forgone,0,0,0,0
418,sub017,Free_Viewing,binge_drinking,passed_first_notfixated_forgone,0,1,0,0
419,sub018,Count_trash_bins,vaccination,passed_incept_notfixated_forgone,0,0,0,0
420,sub018,Count_trash_bins,binge_drinking,passed_incept_notfixated_forgone,0,0,0,0
421,sub018,Count_trash_bins,pet_store,passed_incept_notfixated_forgone,0,1,0,0
422,sub018,Count_trash_bins,clothes_sale,passed_incept_notfixated_forgone,0,0,0,0
423,sub018,Count_trash_bins,burger,passed_incept_notfixated_forgone,0,1,0,0
424,sub018,Count_trash_bins,fundraising,passed_incept_notfixated_forgone,0,0,0,0
425,sub018,Count_trash_bins,grocery_store,passed_incept_notfixated_forgone,0,1,0,0
426,sub018,Count_trash_bins,jogging_physical_activity,passed_incept_notfixated_forgone,0,1,0,0
427,sub018,Count_trash_bins,recycling,passed_first_notfixated_forgone,0,1,0,0
428,sub018,Count_trash_bins,HIV,passed_first_notfixated_forgone,0,0,0,0
429,sub018,Count_trash_bins,diabetes_awareness,passed_first_notfixated_forgone,0,0,0,0
430,sub018,Count_trash_bins,smartphone,passed_first_notfixated_forgone,0,1,0,0
431,sub018,Count_trash_bins,healthy_diet,passed_first_notfixated_forgone,0,0,0,0
432,sub019,Free_Viewing,moving_business,passed_first_fixated,1,1,0,0
433,sub019,Free_Viewing,employee_wellness,passed_first_fixated,1,1,0,0
434,sub019,Free_Viewing,HIV,passed_first_fixated,1,1,0,1
435,sub019,Free_Viewing,caffeine_consumption,passed_first_fixated,1,1,0,0
436,sub019,Free_Viewing,diabetes_awareness,passed_first_fixated,1,1,1,1
437,sub019,Free_Viewing,healthy_sleep,passed_first_fixated,1,1,1,1
438,sub019,Free_Viewing,clothes_sale,passed_first_fixated,1,1,0,1
439,sub019,Free_Viewing,car_insurance,passed_first_fixated,1,1,0,0
440,sub019,Free_Viewing,great_lakes,passed_first_fixated,1,1,0,1
441,sub019,Free_Viewing,mental_health,passed_first_fixated,1,1,0,1
442,sub019,Free_Viewing,smoking_cessation,passed_first_fixated,1,1,0,1
443,sub019,Free_Viewing,travel_agency,passed_incept_fixated,1,1,0,0
444,sub019,Free_Viewing,handwashing,passed_incept_fixated,1,1,1,1
445,sub019,Free_Viewing,jogging_physical_activity,passed_incept_fixated,1,1,0,0
446,sub019,Free_Viewing,regular_doctor_visits,passed_incept_fixated,1,1,1,1
447,sub019,Free_Viewing,texting_driving,passed_incept_fixated,1,1,0,1
448,sub019,Free_Viewing,brunch,passed_first_notfixated_forgone,0,1,0,0
449,sub019,Free_Viewing,binge_drinking,passed_first_notfixated_forgone,0,0,0,0
450,sub019,Free_Viewing,grocery_store,passed_first_notfixated_forgone,0,1,0,0
451,sub019,Free_Viewing,sun_skin_protection,passed_first_notfixated_forgone,0,0,0,0
452,sub019,Free_Viewing,burger,passed_first_notfixated_forgone,0,1,0,0
453,sub019,Free_Viewing,cosmetics,passed_first_notfixated_forgone,0,1,0,0
454,sub019,Free_Viewing,buckle_up,passed_first_notfixated_forgone,0,1,0,1
455,sub019,Free_Viewing,fundraising,passed_first_notfixated_forgone,0,1,0,0
456,sub020,Count_trash_bins,furniture,passed_first_fixated,1,1,0,0
457,sub020,Count_trash_bins,grocery_store,passed_first_fixated,1,1,0,0
458,sub020,Count_trash_bins,recycling,passed_incept_fixated,1,1,0,0
459,sub020,Count_trash_bins,mental_health,passed_incept_fixated,1,1,0,0
460,sub020,Count_trash_bins,caffeine_consumption,passed_incept_notfixated_forgone,0,1,1,1
461,sub020,Count_trash_bins,healthy_diet,passed_incept_notfixated_forgone,0,0,0,0
462,sub020,Count_trash_bins,cosmetics,passed_incept_notfixated_forgone,0,0,0,0
463,sub020,Count_trash_bins,polar_bear,passed_incept_notfixated_forgone,0,1,0,0
464,sub020,Count_trash_bins,coffee,passed_first_notfixated_forgone,0,0,0,0
465,sub020,Count_trash_bins,binge_drinking,passed_first_notfixated_forgone,0,0,0,0
466,sub020,Count_trash_bins,brunch,passed_first_notfixated_forgone,0,0,0,0
467,sub020,Count_trash_bins,pizza,passed_first_notfixated_forgone,0,0,0,0
468,sub020,Count_trash_bins,clothes_sale,passed_first_notfixated_forgone,0,0,0,0
469,sub020,Count_trash_bins,jogging_physical_activity,passed_first_notfixated_forgone,0,0,0,0
470,sub020,Count_trash_bins,healthy_sleep,passed_first_notfixated_forgone,0,1,0,0
471,sub020,Count_trash_bins,vaccination,passed_first_notfixated_forgone,0,0,0,0
472,sub020,Count_trash_bins,hotel,passed_first_notfixated_forgone,0,1,0,0
473,sub020,Count_trash_bins,lawyer,passed_first_notfixated_forgone,0,0,0,0
474,sub021,Free_Viewing,binge_drinking,passed_first_fixated,1,1,0,0
475,sub021,Free_Viewing,healthy_diet,passed_first_fixated,1,1,0,0
476,sub021,Free_Viewing,vaccination,passed_first_fixated,1,1,0,0
477,sub021,Free_Viewing,car_insurance,passed_first_fixated,1,1,0,1
478,sub021,Free_Viewing,cosmetics,passed_first_fixated,1,1,0,1
479,sub021,Free_Viewing,grocery_store,passed_first_fixated,1,1,0,0
480,sub021,Free_Viewing,pizza,passed_first_fixated,1,1,0,0
481,sub021,Free_Viewing,fundraising,passed_first_fixated,1,1,0,1
482,sub021,Free_Viewing,sun_skin_protection,passed_first_fixated,1,1,1,1
483,sub021,Free_Viewing,polar_bear,passed_first_fixated,1,1,0,1
484,sub021,Free_Viewing,furniture,passed_first_fixated,1,1,0,0
485,sub021,Free_Viewing,handwashing,passed_first_fixated,1,1,1,1
486,sub021,Free_Viewing,texting_driving,passed_first_fixated,1,1,0,0
487,sub021,Free_Viewing,hotel,passed_first_fixated,1,1,0,0
488,sub021,Free_Viewing,pottery_class,passed_first_fixated,1,1,0,0
489,sub021,Free_Viewing,buckle_up,passed_first_fixated,1,1,1,1
490,sub021,Free_Viewing,smoking_cessation,passed_first_fixated,1,1,1,1
491,sub021,Free_Viewing,coffee,passed_first_fixated,1,1,0,1
492,sub021,Free_Viewing,employee_wellness,passed_incept_fixated,1,1,0,1
493,sub021,Free_Viewing,jogging_physical_activity,passed_incept_fixated,1,1,0,0
494,sub021,Free_Viewing,pet_store,passed_incept_fixated,1,1,1,1
495,sub021,Free_Viewing,drug_abuse,passed_incept_fixated,1,1,0,0
496,sub021,Free_Viewing,mental_health,passed_first_notfixated_forgone,0,0,0,0
497,sub021,Free_Viewing,travel_agency,passed_first_notfixated_forgone,0,0,0,0
498,sub021,Free_Viewing,movie_premiere,passed_first_notfixated_forgone,0,0,0,0
499,sub021,Free_Viewing,HIV,passed_first_notfixated_forgone,0,1,0,1
500,sub021,Free_Viewing,carpet_cleaning,passed_first_notfixated_forgone,0,1,0,0
501,sub021,Free_Viewing,regular_doctor_visits,passed_first_notfixated_forgone,0,0,0,0
502,sub022,Count_trash_bins,sun_skin_protection,passed_first_fixated,1,1,0,0
503,sub022,Count_trash_bins,fundraising,passed_first_fixated,1,1,0,0
504,sub022,Count_trash_bins,healthy_sleep,passed_first_fixated,1,1,0,0
505,sub022,Count_trash_bins,buckle_up,passed_first_fixated,1,1,0,0
506,sub022,Count_trash_bins,pottery_class,passed_incept_fixated,1,1,0,0
507,sub022,Count_trash_bins,HIV,passed_incept_fixated,1,1,1,1
508,sub022,Count_trash_bins,movie_premiere,passed_incept_fixated,1,1,0,0
509,sub022,Count_trash_bins,car_insurance,passed_incept_fixated,1,1,0,0
510,sub022,Count_trash_bins,drug_abuse,passed_incept_fixated,1,1,0,0
511,sub022,Count_trash_bins,mental_health,passed_incept_fixated,1,1,0,0
512,sub022,Count_trash_bins,clothes_sale,passed_incept_fixated,1,1,0,0
513,sub022,Count_trash_bins,caffeine_consumption,passed_incept_notfixated_forgone,0,0,0,0
514,sub022,Count_trash_bins,travel_agency,passed_first_notfixated_forgone,0,0,0,0
515,sub022,Count_trash_bins,employee_wellness,passed_first_notfixated_forgone,0,0,0,0
516,sub022,Count_trash_bins,regular_doctor_visits,passed_first_notfixated_forgone,0,0,0,0
517,sub022,Count_trash_bins,grocery_store,passed_first_notfixated_forgone,0,0,0,0
518,sub022,Count_trash_bins,brunch,passed_first_notfixated_forgone,0,0,0,0
519,sub022,Count_trash_bins,smoking_cessation,passed_first_notfixated_forgone,0,0,0,0
520,sub022,Count_trash_bins,binge_drinking,passed_first_notfixated_forgone,0,1,0,0
521,sub022,Count_trash_bins,texting_driving,passed_first_notfixated_forgone,0,1,0,0
522,sub022,Count_trash_bins,pet_store,passed_first_notfixated_forgone,0,1,0,0
523,sub022,Count_trash_bins,furniture,passed_first_notfixated_forgone,0,0,0,0
524,sub023,Free_Viewing,movie_premiere,passed_first_fixated,1,1,0,1
525,sub023,Free_Viewing,travel_agency,passed_first_fixated,1,1,0,1
526,sub023,Free_Viewing,lawyer,passed_first_fixated,1,1,0,1
527,sub023,Free_Viewing,pet_store,passed_first_fixated,1,1,0,0
528,sub023,Free_Viewing,pizza,passed_first_fixated,1,1,0,1
529,sub023,Free_Viewing,mental_health,passed_first_fixated,1,1,0,1
530,sub023,Free_Viewing,binge_drinking,passed_first_fixated,1,1,0,1
531,sub023,Free_Viewing,hotel,passed_first_fixated,1,1,0,1
532,sub023,Free_Viewing,moving_business,passed_first_fixated,1,1,0,1
533,sub023,Free_Viewing,furniture,passed_first_fixated,1,1,0,1
534,sub023,Free_Viewing,handwashing,passed_first_fixated,1,1,0,1
535,sub023,Free_Viewing,regular_doctor_visits,passed_first_fixated,1,1,0,1
536,sub023,Free_Viewing,HIV,passed_first_fixated,1,1,1,1
537,sub023,Free_Viewing,coffee,passed_first_fixated,1,1,0,1
538,sub023,Free_Viewing,smartphone,passed_first_fixated,1,1,0,0
539,sub023,Free_Viewing,sun_skin_protection,passed_first_fixated,1,1,0,1
540,sub023,Free_Viewing,brunch,passed_first_fixated,1,1,1,1
541,sub023,Free_Viewing,fundraising,passed_first_fixated,1,1,0,1
542,sub023,Free_Viewing,vaccination,passed_first_fixated,1,1,1,1
543,sub023,Free_Viewing,museum,passed_first_fixated,1,1,0,1
544,sub023,Free_Viewing,diabetes_awareness,passed_incept_fixated,1,1,0,1
545,sub023,Free_Viewing,grocery_store,passed_incept_fixated,1,1,0,1
546,sub023,Free_Viewing,great_lakes,passed_incept_fixated,1,1,1,1
547,sub023,Free_Viewing,carpet_cleaning,passed_incept_fixated,1,1,1,1
548,sub023,Free_Viewing,caffeine_consumption,passed_first_notfixated_forgone,0,0,0,0
549,sub023,Free_Viewing,buckle_up,passed_first_notfixated_forgone,0,1,0,0
550,sub023,Free_Viewing,car_insurance,passed_first_notfixated_forgone,0,0,0,0
551,sub023,Free_Viewing,drug_abuse,passed_first_notfixated_forgone,0,0,0,0
552,sub023,Free_Viewing,healthy_diet,passed_first_notfixated_forgone,0,1,0,1
553,sub023,Free_Viewing,recycling,passed_first_notfixated_forgone,0,1,1,0
554,sub023,Free_Viewing,healthy_sleep,passed_first_notfixated_forgone,0,0,0,0
555,sub024,Count_trash_bins,pizza,passed_first_fixated,1,1,0,0
556,sub024,Count_trash_bins,hotel,passed_first_fixated,1,1,0,0
557,sub024,Count_trash_bins,binge_drinking,passed_first_fixated,1,1,0,1
558,sub024,Count_trash_bins,carpet_cleaning,passed_incept_fixated,1,1,0,0
559,sub024,Count_trash_bins,smartphone,passed_incept_fixated,1,1,0,1
560,sub024,Count_trash_bins,smoking_cessation,passed_incept_fixated,1,1,1,1
561,sub024,Count_trash_bins,healthy_diet,passed_incept_notfixated_forgone,0,0,0,0
562,sub024,Count_trash_bins,employee_wellness,passed_incept_notfixated_forgone,0,1,0,0
563,sub024,Count_trash_bins,handwashing,passed_incept_notfixated_forgone,0,1,0,0
564,sub024,Count_trash_bins,texting_driving,passed_incept_notfixated_forgone,0,1,1,1
565,sub024,Count_trash_bins,coffee,passed_first_notfixated_forgone,0,0,0,0
566,sub024,Count_trash_bins,diabetes_awareness,passed_first_notfixated_forgone,0,0,0,0
567,sub024,Count_trash_bins,fundraising,passed_first_notfixated_forgone,0,0,0,1
568,sub024,Count_trash_bins,clothes_sale,passed_first_notfixated_forgone,0,0,0,0
569,sub024,Count_trash_bins,burger,passed_first_notfixated_forgone,0,0,0,0
570,sub024,Count_trash_bins,healthy_sleep,passed_first_notfixated_forgone,0,0,0,0
571,sub024,Count_trash_bins,sun_skin_protection,passed_first_notfixated_forgone,0,1,0,0
572,sub024,Count_trash_bins,mental_health,passed_first_notfixated_forgone,0,0,0,1
573,sub024,Count_trash_bins,pet_store,passed_first_notfixated_forgone,0,0,0,0
574,sub024,Count_trash_bins,lawyer,passed_first_notfixated_forgone,0,0,0,0
575,sub024,Count_trash_bins,HIV,passed_first_notfixated_forgone,0,1,0,1
576,sub025,Free_Viewing,healthy_diet,passed_first_fixated,1,1,0,1
577,sub025,Free_Viewing,movie_premiere,passed_first_fixated,1,1,0,0
578,sub025,Free_Viewing,HIV,passed_first_fixated,1,1,0,0
579,sub025,Free_Viewing,moving_business,passed_first_fixated,1,1,0,0
580,sub025,Free_Viewing,fundraising,passed_first_fixated,1,1,1,1
581,sub025,Free_Viewing,travel_agency,passed_incept_fixated,1,1,0,0
582,sub025,Free_Viewing,drug_abuse,passed_incept_fixated,1,1,1,0
583,sub025,Free_Viewing,clothes_sale,passed_incept_notfixated_forgone,0,1,0,0
584,sub025,Free_Viewing,buckle_up,passed_incept_notfixated_forgone,0,1,0,0
585,sub025,Free_Viewing,museum,passed_incept_notfixated_forgone,0,1,0,0
586,sub025,Free_Viewing,pottery_class,passed_first_notfixated_forgone,0,0,0,0
587,sub025,Free_Viewing,grocery_store,passed_first_notfixated_forgone,0,0,0,0
588,sub025,Free_Viewing,mental_health,passed_first_notfixated_forgone,0,1,0,0
589,sub025,Free_Viewing,handwashing,passed_first_notfixated_forgone,0,0,0,0
590,sub025,Free_Viewing,recycling,passed_first_notfixated_forgone,0,0,0,0
591,sub025,Free_Viewing,brunch,passed_first_notfixated_forgone,0,0,0,0
592,sub025,Free_Viewing,caffeine_consumption,passed_first_notfixated_forgone,0,1,0,0
593,sub025,Free_Viewing,regular_doctor_visits,passed_first_notfixated_forgone,0,1,0,0
594,sub025,Free_Viewing,car_insurance,passed_first_notfixated_forgone,0,0,0,0
595,sub025,Free_Viewing,great_lakes,passed_first_notfixated_forgone,0,0,0,0
596,sub025,Free_Viewing,employee_wellness,passed_first_notfixated_forgone,0,0,0,0
597,sub026,Count_trash_bins,vaccination,passed_first_fixated,1,1,0,0
598,sub026,Count_trash_bins,burger,passed_first_fixated,1,1,0,1
599,sub026,Count_trash_bins,furniture,passed_first_fixated,1,1,0,1
600,sub026,Count_trash_bins,drug_abuse,passed_first_fixated,1,1,0,1
601,sub026,Count_trash_bins,pet_store,passed_incept_notfixated_forgone,0,1,0,0
602,sub026,Count_trash_bins,hotel,passed_incept_notfixated_forgone,0,0,0,0
603,sub026,Count_trash_bins,polar_bear,passed_incept_notfixated_forgone,0,1,0,0
604,sub026,Count_trash_bins,car_insurance,passed_incept_notfixated_forgone,0,0,0,1
605,sub026,Count_trash_bins,fundraising,passed_incept_notfixated_forgone,0,1,0,0
606,sub026,Count_trash_bins,moving_business,passed_incept_notfixated_forgone,0,1,0,0
607,sub026,Count_trash_bins,brunch,passed_first_notfixated_forgone,0,0,0,0
608,sub026,Count_trash_bins,lawyer,passed_first_notfixated_forgone,0,1,0,0
609,sub026,Count_trash_bins,healthy_sleep,passed_first_notfixated_forgone,0,1,0,0
610,sub026,Count_trash_bins,diabetes_awareness,passed_first_notfixated_forgone,0,1,0,0
611,sub026,Count_trash_bins,buckle_up,passed_first_notfixated_forgone,0,0,0,0
612,sub026,Count_trash_bins,texting_driving,passed_first_notfixated_forgone,0,0,0,1
613,sub026,Count_trash_bins,jogging_physical_activity,passed_first_notfixated_forgone,0,0,0,1
614,sub026,Count_trash_bins,movie_premiere,passed_first_notfixated_forgone,0,0,0,0
615,sub027,Free_Viewing,travel_agency,passed_first_fixated,1,1,0,0
616,sub027,Free_Viewing,sun_skin_protection,passed_first_fixated,1,1,0,0
617,sub027,Free_Viewing,brunch,passed_first_fixated,1,1,0,0
618,sub027,Free_Viewing,hotel,passed_first_fixated,1,1,0,0
619,sub027,Free_Viewing,buckle_up,passed_incept_fixated,1,1,1,1
620,sub027,Free_Viewing,binge_drinking,passed_incept_fixated,1,1,0,1
621,sub027,Free_Viewing,pizza,passed_incept_fixated,1,1,1,1
622,sub027,Free_Viewing,caffeine_consumption,passed_incept_fixated,1,1,0,0
623,sub027,Free_Viewing,lawyer,passed_incept_notfixated_forgone,0,1,0,0
624,sub027,Free_Viewing,fundraising,passed_incept_notfixated_forgone,0,1,0,0
625,sub027,Free_Viewing,employee_wellness,passed_incept_notfixated_forgone,0,1,0,1
626,sub027,Free_Viewing,cosmetics,passed_first_notfixated_forgone,0,0,0,0
627,sub027,Free_Viewing,clothes_sale,passed_first_notfixated_forgone,0,1,0,0
628,sub027,Free_Viewing,regular_doctor_visits,passed_first_notfixated_forgone,0,0,0,0
629,sub027,Free_Viewing,moving_business,passed_first_notfixated_forgone,0,0,0,0
630,sub027,Free_Viewing,handwashing,passed_first_notfixated_forgone,0,0,0,0
631,sub027,Free_Viewing,HIV,passed_first_notfixated_forgone,0,0,0,0
632,sub027,Free_Viewing,smartphone,passed_first_notfixated_forgone,0,1,0,0
633,sub028,Count_trash_bins,moving_business,passed_incept_notfixated_forgone,0,0,0,0
634,sub028,Count_trash_bins,sun_skin_protection,passed_incept_notfixated_forgone,0,1,0,0
635,sub028,Count_trash_bins,mental_health,passed_incept_notfixated_forgone,0,0,0,0
636,sub028,Count_trash_bins,smoking_cessation,passed_incept_notfixated_forgone,0,0,0,0
637,sub028,Count_trash_bins,brunch,passed_incept_notfixated_forgone,0,1,0,0
638,sub028,Count_trash_bins,smartphone,passed_incept_notfixated_forgone,0,1,0,0
639,sub028,Count_trash_bins,great_lakes,passed_incept_notfixated_forgone,0,1,0,0
640,sub028,Count_trash_bins,grocery_store,passed_first_notfixated_forgone,0,0,0,0
641,sub028,Count_trash_bins,pizza,passed_first_notfixated_forgone,0,0,0,0
642,sub028,Count_trash_bins,fundraising,passed_first_notfixated_forgone,0,1,0,0
643,sub028,Count_trash_bins,pottery_class,passed_first_notfixated_forgone,0,0,0,0
644,sub029,Free_Viewing,sun_skin_protection,passed_first_fixated,1,1,0,0
645,sub029,Free_Viewing,great_lakes,passed_first_fixated,1,1,0,0
